"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"@S`CRI@S","ce.codcentro":"22010360","filtros":"0;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"A REDOLADA","ce.codcentro":"22005698","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ABABOL","ce.codcentro":"22010301","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ADVENTISTA RIGEL","ce.codcentro":"50006426","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"AGUSTÍN GERICÓ","ce.codcentro":"50007078","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"AGUSTINA DE ARAGÓN","ce.codcentro":"50017862","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALBADA","ce.codcentro":"22010441","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALBEOS","ce.codcentro":"22005832","filtros":"1;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALBERTO GALINDO","ce.codcentro":"22004189","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALCORAZ","ce.codcentro":"22002569","filtros":"1;1;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALDEAS INFANTILES SOS DE ESPAÑA","ce.codcentro":"50017217","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALEJO LORÉN ALBAREDA","ce.codcentro":"50010764","filtros":"1;1;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALFONSO I EL BATALLADOR","ce.codcentro":"50004703","filtros":"1;1;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALFREDO MUIÑOS","ce.codcentro":"50004053","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALGARS","ce.codcentro":"44005131","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALIFARA","ce.codcentro":"44004744","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALTA RIBAGORZA","ce.codcentro":"22005881","filtros":"1;1;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALTO ARA","ce.codcentro":"22001243","filtros":"1;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALTO ARAGÓN","ce.codcentro":"22000721","filtros":"1;1;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALTO GÁLLEGO","ce.codcentro":"22005731","filtros":"1;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ALTO MAESTRAZGO","ce.codcentro":"44004690","filtros":"0;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ANA MAYAYO","ce.codcentro":"50005896","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ANDARINES","ce.codcentro":"22010542","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ANDARINES","ce.codcentro":"50017001","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ANDRÉS MANJÓN","ce.codcentro":"50005902","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ANDRÉS OLIVÁN","ce.codcentro":"50005744","filtros":"1;1;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ÁNGEL ESCORIAZA","ce.codcentro":"50005422","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ANTONIO BELTRÁN MARTÍNEZ","ce.codcentro":"50011562","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ANTONIO GARGALLO MOYA","ce.codcentro":"44001378","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ANTONIO MACHADO","ce.codcentro":"50008976","filtros":"1;1;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ANTONIO MARTÍNEZ GARAY","ce.codcentro":"50009786","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARAGÓN","ce.codcentro":"22004840","filtros":"1;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARAGÓN","ce.codcentro":"50000126","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARAGÓN","ce.codcentro":"50600130","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARANDA-ISUELA","ce.codcentro":"50011148","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARBOLEDA","ce.codcentro":"22010645","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARCO IRIS","ce.codcentro":"22005820","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARCO IRIS","ce.codcentro":"50018210","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARCO IRIS","ce.codcentro":"50019883","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARCO-IRIS","ce.codcentro":"50017783","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARCO-IRIS","ce.codcentro":"50018787","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARCOSUR","ce.codcentro":"50019548","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARÉN","ce.codcentro":"22010992","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARIÑO-ALLOZA","ce.codcentro":"44004720","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARQUERITOS","ce.codcentro":"50019536","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ARZOBISPO DOMÉNECH","ce.codcentro":"50000369","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ASTRÓNOMO ZARZOSO","ce.codcentro":"44001159","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ASUNCIÓN PAÑART MONTANER","ce.codcentro":"22000071","filtros":"1;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"ATALIA","ce.codcentro":"22010751","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"AUGUSTA BÍLBILIS","ce.codcentro":"50008666","filtros":"1;1;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BAJA RIBAGORZA","ce.codcentro":"22005704","filtros":"1;1;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BAJO ARAGÓN","ce.codcentro":"50008034","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BAJO GÁLLEGO","ce.codcentro":"50011422","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BAJO MARTÍN","ce.codcentro":"44004801","filtros":"0;1;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BALTASAR GONZÁLEZ","ce.codcentro":"50018301","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BALTASAR GRACIÁN","ce.codcentro":"50001064","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BALÚ","ce.codcentro":"50019494","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BARQUITOS","ce.codcentro":"50019391","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BASILIO PARAÍSO","ce.codcentro":"50006311","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BÉCQUER","ce.codcentro":"50011227","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BELIA","ce.codcentro":"50000722","filtros":"1;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BENABARRE","ce.codcentro":"22010980","filtros":"1;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BENEDICTO XIII","ce.codcentro":"50002457","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BLANCANIEVES","ce.codcentro":"50017953","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BOLANDRINA","ce.codcentro":"50017229","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BOSQUE TERNURA","ce.codcentro":"50007613","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BOSQUE TERNURA 2","ce.codcentro":"50019469","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BRIANDA DE LUNA","ce.codcentro":"50000291","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BRIOLETAS","ce.codcentro":"50018350","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BRITÁNICO DE ARAGÓN","ce.codcentro":"50005549","filtros":"1;1;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"BRONCHALES-ORIHUELA","ce.codcentro":"44010719","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CALASANCIO","ce.codcentro":"50006542","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CALASANZ","ce.codcentro":"50006554","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CALATORINES","ce.codcentro":"50017151","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CALIXTO ARIÑO-HILARIO VAL","ce.codcentro":"50006207","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CAMPO BELLO","ce.codcentro":"44005153","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CAMPO DE BORJA","ce.codcentro":"50000850","filtros":"1;1;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CÁNDIDO DOMINGO","ce.codcentro":"50005926","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CANTACUCOS","ce.codcentro":"50019196","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CANTÍN Y GAMBOA","ce.codcentro":"50006578","filtros":"1;0;1","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CANTINELA","ce.codcentro":"50019809","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CARDELINA","ce.codcentro":"22010128","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CARDENAL XAVIERRE","ce.codcentro":"50006566","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CASTILLO QADRIT","ce.codcentro":"50011288","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CATALINA DE ARAGÓN","ce.codcentro":"50018817","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CERBÍN","ce.codcentro":"22001358","filtros":"1;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CERRO DE SANTA CRUZ","ce.codcentro":"50011197","filtros":"0;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CERVANTES","ce.codcentro":"50001763","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CERVANTES","ce.codcentro":"50003735","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CÉSAR AUGUSTO","ce.codcentro":"50008371","filtros":"1;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CESÁREO ALIERTA","ce.codcentro":"50008356","filtros":"1;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CHAVALINES","ce.codcentro":"22010736","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CHICOTES","ce.codcentro":"50017382","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CHIP Y CHOP","ce.codcentro":"50017461","filtros":"0;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CHIQUILINES","ce.codcentro":"50018519","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CHIRIBILLAS","ce.codcentro":"50018581","filtros":"0;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CINCA-CINQUETA","ce.codcentro":"22003586","filtros":"0;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CIUDAD DE ZARAGOZA","ce.codcentro":"50010478","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CLARA CAMPOAMOR","ce.codcentro":"22010694","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CLUB MINNIE","ce.codcentro":"22010074","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"COLEGIO MONTESSORI","ce.codcentro":"50006581","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"COLLARADA","ce.codcentro":"22004566","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"COLORADO COLORÍN","ce.codcentro":"50018091","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"COMARCA CUENCAS MINERAS","ce.codcentro":"44002191","filtros":"1;1;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"COMPAÑÍA DE MARÍA","ce.codcentro":"50006633","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"COMPROMISO DE CASPE","ce.codcentro":"50001350","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CONCEPCIÓN BAÑERES","ce.codcentro":"22010232","filtros":"1;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CONDES DE ARAGÓN","ce.codcentro":"50005823","filtros":"1;1;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CORTES DE ARAGÓN","ce.codcentro":"50010481","filtros":"1;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"COTONET","ce.codcentro":"22010864","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CRISTO REY","ce.codcentro":"50006669","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CU CU-TAS TAS","ce.codcentro":"50017801","filtros":"1;0;0","naturaleza":"Privado"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CUEVAS DEL JALÓN","ce.codcentro":"50011124","filtros":"0;0;0","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"CUNA DEL JILOCA","ce.codcentro":"44005074","filtros":"0;0;1","naturaleza":"Público"
"cod_enseñanza_agrupada":"INFANTIL"-n-"nombrecentro":"DADA","ce.codcentro":"50019305","filtros":"1;0;0","naturaleza":"Privado"
