"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"ADG201"-n-"nombremodulo":"Comunicación empresarial y atención al cliente"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"ADG201"-n-"nombremodulo":"Empresa en el aula"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"ADG201"-n-"nombremodulo":"Empresa y Administración"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"ADG201"-n-"nombremodulo":"Formación en centros de trabajo"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"ADG201"-n-"nombremodulo":"Formación y Orientación Laboral"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"ADG201"-n-"nombremodulo":"Inglés"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"ADG201"-n-"nombremodulo":"Operaciones administrativas de compra-venta"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"ADG201"-n-"nombremodulo":"Operaciones administrativas de recursos humanos"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"ADG201"-n-"nombremodulo":"Operaciones auxiliares de gestión de tesorería"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"ADG201"-n-"nombremodulo":"Técnica contable"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"ADG201"-n-"nombremodulo":"Tratamiento de la documentación contable"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"ADG201"-n-"nombremodulo":"Tratamiento informático de la información"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Comercio digital internacional"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Financiación internacional"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Formación en centros de trabajo"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Formación y orientación laboral"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Gestión administrativa del comercio internacional"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Gestión económica y financiera de la empresa"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Logística de almacenamiento"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Marketing internacional"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Medios de pago internacionales"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Negociación internacional"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Proyecto de comercio internacional"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Sistema de información de mercados"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM301"-n-"nombremodulo":"Transporte internacional de mercancías"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM304"-n-"nombremodulo":"Atención al cliente, consumidor y usuario"
"nombrecentro":"ACADEMIA MARCO"-n-"nombreciclo":"COM304"-n-"nombremodulo":"Dise o y elaboración de material de comunicación"
