Enseñanza;Cód. Modalidad;Modalidad;Curso;Turno;Cód. RCD Centro;Nº Matriculados;Localidad;Sexo;Provincia
Ciclos Formativos de Formación Profesional de Grado Superior;HOT304;Dirección de Servicios de Restauración;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;1;Diurno;22005121;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;M;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;44010011;1;Teruel;H;Teruel
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;H;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;22005121;1;Huesca;M;Huesca
Ciclos Formativos de Formación Profesional de Grado Superior;HOT305;Dirección de Cocina;2;Diurno;50010156;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010314;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;M;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010144;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
Ciclos Formativos de Formación Profesional de Grado Superior;IFC301;Administración de Sistemas Informáticos en Red;1;Diurno;50010511;1;Zaragoza;H;Zaragoza
