CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Domicilio;coordenadas;Cód. Postal;Provincia;Municipio;Enseñanza (agrupada);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2019/2020;privado;Escuela Pública de Música y/o Danza;22005005;ESCUELA DE MÚSICA MIGUEL FLETA;DR. ARTERO, 2;;22004;Huesca;Huesca;ARTÍSTICAS;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Mujer;Más de 18 Años;4
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;C/ VALLADO, 17;;44400;Teruel;Mora de Rubielos;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;1
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;C/ VALLADO, 17;;44400;Teruel;Mora de Rubielos;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;2
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;C/ VALLADO, 17;;44400;Teruel;Mora de Rubielos;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;2
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;C/ VALLADO, 17;;44400;Teruel;Mora de Rubielos;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;C/ VALLADO, 17;;44400;Teruel;Mora de Rubielos;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;2
2019/2020;público;Centro Privado de Educación Infantil;44600080;GUARDERIA INFANTIL DE MORA DE RUBIELOS;C/ VALLADO, 17;;44400;Teruel;Mora de Rubielos;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;1
2019/2020;público;Escuela de Educación Infantil;22010955;ESCUELA DE EDUCACIÓN INFANTIL DE BOLTAÑA;C/ SAMPER, 1-3;;22340;Huesca;Boltaña;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;5
2019/2020;público;Escuela de Educación Infantil;22010955;ESCUELA DE EDUCACIÓN INFANTIL DE BOLTAÑA;C/ SAMPER, 1-3;;22340;Huesca;Boltaña;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;4
2019/2020;público;Escuela de Educación Infantil;22010955;ESCUELA DE EDUCACIÓN INFANTIL DE BOLTAÑA;C/ SAMPER, 1-3;;22340;Huesca;Boltaña;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;4
2019/2020;público;Escuela de Educación Infantil;22010955;ESCUELA DE EDUCACIÓN INFANTIL DE BOLTAÑA;C/ SAMPER, 1-3;;22340;Huesca;Boltaña;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;2
2019/2020;público;Escuela de Educación Infantil;22010955;ESCUELA DE EDUCACIÓN INFANTIL DE BOLTAÑA;C/ SAMPER, 1-3;;22340;Huesca;Boltaña;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;2
2019/2020;público;Escuela de Educación Infantil;50019664;ESCUELA INFANTIL ALMADA;CAMINO DE LA ESTACIÓN, S/N;;50490;Zaragoza;Villarreal de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;6
2019/2020;público;Escuela de Educación Infantil;50019664;ESCUELA INFANTIL ALMADA;CAMINO DE LA ESTACIÓN, S/N;;50490;Zaragoza;Villarreal de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;público;Escuela de Educación Infantil;50019664;ESCUELA INFANTIL ALMADA;CAMINO DE LA ESTACIÓN, S/N;;50490;Zaragoza;Villarreal de Huerva;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010013;DE SALLENT DE GÁLLEGO;"Paseo ""Gigante Aragonés"", 34 bis";;22640;Huesca;Sallent de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010013;DE SALLENT DE GÁLLEGO;"Paseo ""Gigante Aragonés"", 34 bis";;22640;Huesca;Sallent de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010013;DE SALLENT DE GÁLLEGO;"Paseo ""Gigante Aragonés"", 34 bis";;22640;Huesca;Sallent de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010013;DE SALLENT DE GÁLLEGO;"Paseo ""Gigante Aragonés"", 34 bis";;22640;Huesca;Sallent de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010062;LO NIU;Cl. Lorenzo Barea, 4;;22558;Huesca;Albelda;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010062;LO NIU;Cl. Lorenzo Barea, 4;;22558;Huesca;Albelda;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010062;LO NIU;Cl. Lorenzo Barea, 4;;22558;Huesca;Albelda;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010062;LO NIU;Cl. Lorenzo Barea, 4;;22558;Huesca;Albelda;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010062;LO NIU;Cl. Lorenzo Barea, 4;;22558;Huesca;Albelda;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010104;LA COMETA;Pza. Escuelas, 9;;22535;Huesca;Esplús;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010104;LA COMETA;Pza. Escuelas, 9;;22535;Huesca;Esplús;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;22010116;EL PÍ;CL. MIGUEL FLETA, 3;;22540;Huesca;Altorricón;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010116;EL PÍ;CL. MIGUEL FLETA, 3;;22540;Huesca;Altorricón;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010116;EL PÍ;CL. MIGUEL FLETA, 3;;22540;Huesca;Altorricón;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010116;EL PÍ;CL. MIGUEL FLETA, 3;;22540;Huesca;Altorricón;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010116;EL PÍ;CL. MIGUEL FLETA, 3;;22540;Huesca;Altorricón;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;9
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;Cl. Panticosa, 26;;22600;Huesca;Sabiñánigo;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;Cl. Panticosa, 26;;22600;Huesca;Sabiñánigo;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;20
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;Cl. Panticosa, 26;;22600;Huesca;Sabiñánigo;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;31
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;Cl. Panticosa, 26;;22600;Huesca;Sabiñánigo;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;Cl. Panticosa, 26;;22600;Huesca;Sabiñánigo;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;15
2019/2020;Centro público;Escuela de Educación Infantil;22010128;CARDELINA;Cl. Panticosa, 26;;22600;Huesca;Sabiñánigo;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;23
2019/2020;Centro público;Escuela de Educación Infantil;22010177;LA MAINADA;CL. Constitución, 2;;22466;Huesca;Castejón de Sos;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010177;LA MAINADA;CL. Constitución, 2;;22466;Huesca;Castejón de Sos;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010177;LA MAINADA;CL. Constitución, 2;;22466;Huesca;Castejón de Sos;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;CL. SAN MIGUEL, 11;;22550;Huesca;Tamarite de Litera;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;CL. SAN MIGUEL, 11;;22550;Huesca;Tamarite de Litera;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;9
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;CL. SAN MIGUEL, 11;;22550;Huesca;Tamarite de Litera;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;12
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;CL. SAN MIGUEL, 11;;22550;Huesca;Tamarite de Litera;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;CL. SAN MIGUEL, 11;;22550;Huesca;Tamarite de Litera;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010190;EL TAMARINDO;CL. SAN MIGUEL, 11;;22550;Huesca;Tamarite de Litera;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;CL. BORNAO, S/N;;22700;Huesca;Jaca;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;13
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;CL. BORNAO, S/N;;22700;Huesca;Jaca;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;21
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;CL. BORNAO, S/N;;22700;Huesca;Jaca;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;24
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;CL. BORNAO, S/N;;22700;Huesca;Jaca;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;CL. BORNAO, S/N;;22700;Huesca;Jaca;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;16
2019/2020;Centro público;Escuela de Educación Infantil;22010207;DE JACA;CL. BORNAO, S/N;;22700;Huesca;Jaca;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;22
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;CL. MADRID, 7;;22500;Huesca;Binéfar;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;CL. MADRID, 7;;22500;Huesca;Binéfar;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;18
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;CL. MADRID, 7;;22500;Huesca;Binéfar;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;35
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;CL. MADRID, 7;;22500;Huesca;Binéfar;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;CL. MADRID, 7;;22500;Huesca;Binéfar;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;21
2019/2020;Centro público;Escuela de Educación Infantil;22010232;CONCEPCIÓN BAÑERES;CL. MADRID, 7;;22500;Huesca;Binéfar;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;23
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;CL. LA ALEGRÍA, 6;;22192;Huesca;Tierz;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;CL. LA ALEGRÍA, 6;;22192;Huesca;Tierz;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;CL. LA ALEGRÍA, 6;;22192;Huesca;Tierz;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;9
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;CL. LA ALEGRÍA, 6;;22192;Huesca;Tierz;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;CL. LA ALEGRÍA, 6;;22192;Huesca;Tierz;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010244;LA CANTERA;CL. LA ALEGRÍA, 6;;22192;Huesca;Tierz;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;8
2019/2020;Centro público;Escuela de Educación Infantil;22010268;DE BIESCAS;AVDA. ZARAGOZA. 21;;22630;Huesca;Biescas;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010268;DE BIESCAS;AVDA. ZARAGOZA. 21;;22630;Huesca;Biescas;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010268;DE BIESCAS;AVDA. ZARAGOZA. 21;;22630;Huesca;Biescas;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010268;DE BIESCAS;AVDA. ZARAGOZA. 21;;22630;Huesca;Biescas;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010268;DE BIESCAS;AVDA. ZARAGOZA. 21;;22630;Huesca;Biescas;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010271;LUPITA;CL. Mediodia s/n;;22549;Huesca;Vencillón;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010271;LUPITA;CL. Mediodia s/n;;22549;Huesca;Vencillón;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;CL. GAITEROS DE CASERRAS, 2;;22430;Huesca;Graus;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;CL. GAITEROS DE CASERRAS, 2;;22430;Huesca;Graus;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;12
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;CL. GAITEROS DE CASERRAS, 2;;22430;Huesca;Graus;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;17
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;CL. GAITEROS DE CASERRAS, 2;;22430;Huesca;Graus;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;CL. GAITEROS DE CASERRAS, 2;;22430;Huesca;Graus;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;14
2019/2020;Centro público;Escuela de Educación Infantil;22010281;NININS;CL. GAITEROS DE CASERRAS, 2;;22430;Huesca;Graus;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;17
2019/2020;Centro público;Escuela de Educación Infantil;22010293;LA FONTANETA;CL. PROGRESO, 4;;22800;Huesca;Ayerbe;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;22010293;LA FONTANETA;CL. PROGRESO, 4;;22800;Huesca;Ayerbe;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010293;LA FONTANETA;CL. PROGRESO, 4;;22800;Huesca;Ayerbe;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010293;LA FONTANETA;CL. PROGRESO, 4;;22800;Huesca;Ayerbe;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;CL. ALBALATE, 2;;22510;Huesca;Binaced;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;CL. ALBALATE, 2;;22510;Huesca;Binaced;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;CL. ALBALATE, 2;;22510;Huesca;Binaced;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;CL. ALBALATE, 2;;22510;Huesca;Binaced;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;CL. ALBALATE, 2;;22510;Huesca;Binaced;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010301;ABABOL;CL. ALBALATE, 2;;22510;Huesca;Binaced;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;AVDA. LUCHÓN, S/N;;22440;Huesca;Benasque;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;AVDA. LUCHÓN, S/N;;22440;Huesca;Benasque;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;AVDA. LUCHÓN, S/N;;22440;Huesca;Benasque;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;10
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;AVDA. LUCHÓN, S/N;;22440;Huesca;Benasque;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;AVDA. LUCHÓN, S/N;;22440;Huesca;Benasque;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;22010311;LA MAINADA;AVDA. LUCHÓN, S/N;;22440;Huesca;Benasque;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;9
2019/2020;Centro público;Escuela de Educación Infantil;22010335;TRIAMOLETA;CL. CAMPOS DE LA IGLESIA, S/N;;22661;Huesca;Panticosa;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010335;TRIAMOLETA;CL. CAMPOS DE LA IGLESIA, S/N;;22661;Huesca;Panticosa;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010335;TRIAMOLETA;CL. CAMPOS DE LA IGLESIA, S/N;;22661;Huesca;Panticosa;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010335;TRIAMOLETA;CL. CAMPOS DE LA IGLESIA, S/N;;22661;Huesca;Panticosa;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010335;TRIAMOLETA;CL. CAMPOS DE LA IGLESIA, S/N;;22661;Huesca;Panticosa;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010335;TRIAMOLETA;CL. CAMPOS DE LA IGLESIA, S/N;;22661;Huesca;Panticosa;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010359;LA CANALLA;NUEVO VIAL DE LA U.A. 3;;22580;Huesca;Benabarre;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010359;LA CANALLA;NUEVO VIAL DE LA U.A. 3;;22580;Huesca;Benabarre;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010359;LA CANALLA;NUEVO VIAL DE LA U.A. 3;;22580;Huesca;Benabarre;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010359;LA CANALLA;NUEVO VIAL DE LA U.A. 3;;22580;Huesca;Benabarre;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;2
2019/2020;Centro público;Escuela de Educación Infantil;22010359;LA CANALLA;NUEVO VIAL DE LA U.A. 3;;22580;Huesca;Benabarre;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010360;@S`CRI@S;AVDA. DEL ROSARIO Y C/ DE LAS CIENCIAS;;22270;Huesca;Almudévar;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010360;@S`CRI@S;AVDA. DEL ROSARIO Y C/ DE LAS CIENCIAS;;22270;Huesca;Almudévar;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;8
2019/2020;Centro público;Escuela de Educación Infantil;22010360;@S`CRI@S;AVDA. DEL ROSARIO Y C/ DE LAS CIENCIAS;;22270;Huesca;Almudévar;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010360;@S`CRI@S;AVDA. DEL ROSARIO Y C/ DE LAS CIENCIAS;;22270;Huesca;Almudévar;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010360;@S`CRI@S;AVDA. DEL ROSARIO Y C/ DE LAS CIENCIAS;;22270;Huesca;Almudévar;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;10
2019/2020;Centro público;Escuela de Educación Infantil;22010360;@S`CRI@S;AVDA. DEL ROSARIO Y C/ DE LAS CIENCIAS;;22270;Huesca;Almudévar;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;7
2019/2020;Centro público;Escuela de Educación Infantil;22010402;XIQUETS;INTERSECCIÓN C/ CABAÑERA REAL Y C/ JAIME I;;22520;Huesca;Fraga;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;0 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010402;XIQUETS;INTERSECCIÓN C/ CABAÑERA REAL Y C/ JAIME I;;22520;Huesca;Fraga;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;25
2019/2020;Centro público;Escuela de Educación Infantil;22010402;XIQUETS;INTERSECCIÓN C/ CABAÑERA REAL Y C/ JAIME I;;22520;Huesca;Fraga;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;25
2019/2020;Centro público;Escuela de Educación Infantil;22010402;XIQUETS;INTERSECCIÓN C/ CABAÑERA REAL Y C/ JAIME I;;22520;Huesca;Fraga;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010402;XIQUETS;INTERSECCIÓN C/ CABAÑERA REAL Y C/ JAIME I;;22520;Huesca;Fraga;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;19
2019/2020;Centro público;Escuela de Educación Infantil;22010402;XIQUETS;INTERSECCIÓN C/ CABAÑERA REAL Y C/ JAIME I;;22520;Huesca;Fraga;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;23
2019/2020;Centro público;Escuela de Educación Infantil;22010414;SANTA MARGARITA;CARRETERA DE FRAGA S/N;;22532;Huesca;Osso de Cinca;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010414;SANTA MARGARITA;CARRETERA DE FRAGA S/N;;22532;Huesca;Osso de Cinca;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010426;DE BELVER DE CINCA;CL. TRAVESÍA DEL PILAR S/N;;22533;Huesca;Belver de Cinca;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010426;DE BELVER DE CINCA;CL. TRAVESÍA DEL PILAR S/N;;22533;Huesca;Belver de Cinca;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;5
2019/2020;Centro público;Escuela de Educación Infantil;22010426;DE BELVER DE CINCA;CL. TRAVESÍA DEL PILAR S/N;;22533;Huesca;Belver de Cinca;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010426;DE BELVER DE CINCA;CL. TRAVESÍA DEL PILAR S/N;;22533;Huesca;Belver de Cinca;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;2 Años;4
2019/2020;Centro público;Escuela de Educación Infantil;22010438;DE GURREA DE GÁLLEGO;CL. CERVANTES Nº 1;;22280;Huesca;Gurrea de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;1 Años;3
2019/2020;Centro público;Escuela de Educación Infantil;22010438;DE GURREA DE GÁLLEGO;CL. CERVANTES Nº 1;;22280;Huesca;Gurrea de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Hombre;2 Años;6
2019/2020;Centro público;Escuela de Educación Infantil;22010438;DE GURREA DE GÁLLEGO;CL. CERVANTES Nº 1;;22280;Huesca;Gurrea de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;0 Años;1
2019/2020;Centro público;Escuela de Educación Infantil;22010438;DE GURREA DE GÁLLEGO;CL. CERVANTES Nº 1;;22280;Huesca;Gurrea de Gállego;EI;E. Infantil - Primer Ciclo;Total;Total;Mujer;1 Años;3
