CE;Naturaleza;Denom. Genérica Centro;Cód. RCD Centro;Centro;Cód. RCD Centro;Domicilio;Provincia;Municipio;Enseñanza (agrupada);Enseñanza (estatal);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;27
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;10
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;26
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;18
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;21
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;20
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;24
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;20
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;10 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;10 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;24
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;11 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;22
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;23
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;50005276;Cl. Pirineos, 10;Zaragoza;Villanueva de Gállego;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;12 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;50005291;Avda. Zaragoza, 29;Zaragoza;Villanueva de Huerva;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;50005291;Avda. Zaragoza, 29;Zaragoza;Villanueva de Huerva;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;50005291;Avda. Zaragoza, 29;Zaragoza;Villanueva de Huerva;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;50005291;Avda. Zaragoza, 29;Zaragoza;Villanueva de Huerva;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;50005291;Avda. Zaragoza, 29;Zaragoza;Villanueva de Huerva;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;50005291;Avda. Zaragoza, 29;Zaragoza;Villanueva de Huerva;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;50005291;Avda. Zaragoza, 29;Zaragoza;Villanueva de Huerva;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;50005291;Avda. Zaragoza, 29;Zaragoza;Villanueva de Huerva;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;50005291;Avda. Zaragoza, 29;Zaragoza;Villanueva de Huerva;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;50005291;Avda. Zaragoza, 29;Zaragoza;Villanueva de Huerva;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;50005291;Avda. Zaragoza, 29;Zaragoza;Villanueva de Huerva;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;50005291;Avda. Zaragoza, 29;Zaragoza;Villanueva de Huerva;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;50005331;Camino de La Estación,15;Zaragoza;Villarreal de Huerva;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;9 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;8
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;10 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;11 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;50005422;Cl. Juan De Las Viñas, 8;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;20
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;4 Años;21
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;14
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Primero;Hombre;6 Años;18
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;6 Años;15
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Primero;Mujer;7 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;7 Años;18
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Segundo;Hombre;8 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;7 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Segundo;Mujer;8 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;8 Años;18
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Tercero;Hombre;9 Años;3
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;8 Años;17
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Tercero;Mujer;9 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;9 Años;16
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Cuarto;Hombre;10 Años;5
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;9 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Cuarto;Mujer;10 Años;4
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;9 Años;1
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;10 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Quinto;Hombre;11 Años;6
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;10 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Quinto;Mujer;11 Años;2
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;11 Años;19
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Sexto;Hombre;12 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;11 Años;11
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;50005550;Cl. Galicia, 2;Zaragoza;Zaragoza;EP;E. Primaria;E. Primaria;Total;Sexto;Mujer;12 Años;7
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005574;GUSTAVO ADOLFO BÉCQUER;50005574;Avda. de la Jota, nº 7;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;13
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005574;GUSTAVO ADOLFO BÉCQUER;50005574;Avda. de la Jota, nº 7;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;9
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005574;GUSTAVO ADOLFO BÉCQUER;50005574;Avda. de la Jota, nº 7;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;5 Años;12
2019/2020;Centro público;Colegio de Educación Infantil y Primaria;50005574;GUSTAVO ADOLFO BÉCQUER;50005574;Avda. de la Jota, nº 7;Zaragoza;Zaragoza;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;3 Años;15
