ensenanza;curso;codmodalidad;modalidad;turno;dencentro;codcentro;nombrecentro;provincia;localidad;ngrupos;nmatriculado
Educación Primaria;2;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011379;LA HUECHA;Zaragoza;Magallón;0;10
Educación Primaria;2;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011380;ORBA;Zaragoza;Muel;0;13
Educación Primaria;2;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011392;LA CEPA;Zaragoza;Paniza;0;11
Educación Primaria;2;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011409;LA SABINA;Zaragoza;Villafranca de Ebro;0;19
Educación Primaria;2;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011410;LOS BAÑALES;Zaragoza;Sádaba;0;21
Educación Primaria;2;;Educación Primaria;Diurno;Colegio Rural Agrupado;50011422;BAJO GÁLLEGO;Zaragoza;Leciñena;0;19
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22000071;ASUNCIÓN PAÑART MONTANER;Huesca;Aínsa;2;27
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22000251;JOSÉ MANUEL BLECUA;Huesca;Alcolea de Cinca;0;8
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22000299;SANTOS SAMPER SARASA;Huesca;Almudévar;1;19
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22000706;FRANCISCO GALIAY SARAÑANA;Huesca;Ballobar;0;5
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22000721;ALTO ARAGÓN;Huesca;Barbastro;2;42
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22000731;LA MERCED;Huesca;Barbastro;2;44
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001073;VÍCTOR MENDOZA MENDOZA;Huesca;Binéfar;4;76
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001191;VIRGEN DE LA SOLEDAD;Huesca;Bolea;0;3
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001358;CERBÍN;Huesca;Campo;0;6
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001437;LOS ARAÑONES;Huesca;Canfranc-Estación;0;2
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001656;RAMÓN J. SENDER;Huesca;Chalamera;0;1
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001875;MIGUEL SERVET;Huesca;Fraga;2;35
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001887;SAN JOSÉ DE CALASANZ;Huesca;Fraga;2;49
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22001905;LITERA;Huesca;Litera;0;2
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002016;LA FUEVA;Huesca;Tierrantona;0;8
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002119;SANTIAGO APÓSTOL;Huesca;Grañén;1;13
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002156;JOAQUÍN COSTA;Huesca;Graus;2;38
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002302;JUAN XXIII;Huesca;Huesca;2;53
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002338;PÍO XII;Huesca;Huesca;2;19
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002341;SANCHO RAMÍREZ;Huesca;Huesca;3;60
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002351;SAN VICENTE;Huesca;Huesca;2;48
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002569;ALCORAZ;Huesca;Huesca;2;46
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22002673;SAN JUAN DE LA PEÑA;Huesca;Jaca;3;54
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22003100;SAN GINÉS;Huesca;Lupiñén;0;3
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22003215;JOAQUÍN COSTA;Huesca;Monzón;2;50
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22003343;SAN GREGORIO;Huesca;Ontiñena;0;1
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22003835;MONTECORONA;Huesca;Sabiñánigo;2;43
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22003847;PUENTE SARDAS;Huesca;Sabiñánigo;1;27
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004104;LA LAGUNA;Huesca;Sariñena;2;29
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004189;ALBERTO GALINDO;Huesca;Sena;0;3
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004271;SAN MIGUEL;Huesca;Tamarite de Litera;2;37
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004566;COLLARADA;Huesca;Villanúa;0;7
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004608;SAN JUAN BAUTISTA;Huesca;Zaidín;1;13
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004633;EL PARQUE;Huesca;Huesca;2;49
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004839;MONTE OROEL;Huesca;Jaca;2;31
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004840;ARAGÓN;Huesca;Monzón;2;55
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22004906;PEDRO I;Huesca;Barbastro;2;47
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22005054;VIRGEN DE LOS RÍOS;Huesca;Caldearenas;0;2
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22005200;PEDRO J. RUBIO;Huesca;Huesca;3;75
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22005340;VALLE DEL GUARGA;Huesca;Aineto;0;3
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22005431;DE PAÚLES DE SARSA;Huesca;Paúles de Sarsa;0;1
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22010323;PIRINEOS-PYRÉNÉES;Huesca;Huesca;3;60
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22010839;MONZÓN III;Huesca;Monzón;1;26
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22010876;MARÍA MOLINER;Huesca;Fraga;2;35
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22010992;ARÉN;Huesca;Arén;;1
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;22011005;MONTANUY;Huesca;Montanuy;;3
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44000121;ROMÁN GARCÍA;Teruel;Albalate del Arzobispo;1;18
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44000246;EMILIO DÍAZ;Teruel;Alcañiz;3;68
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44000325;EL JUSTICIA DE ARAGÓN;Teruel;Alcorisa;2;42
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44000465;JUAN RAMÓN ALEGRE;Teruel;Andorra;2;43
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44000799;RICARDO MALLÉN;Teruel;Calamocha;2;49
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44000829;VIRGEN DEL PILAR;Teruel;Calanda;2;37
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44001159;ASTRÓNOMO ZARZOSO;Teruel;Cella;1;29
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44001378;ANTONIO GARGALLO MOYA;Teruel;Escucha;1;10
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44001706;LUIS TURÓN;Teruel;Híjar;1;13
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44002061;VALERO SERRANO;Teruel;Mas de las Matas;0;8
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44002152;NTRA. SRA. DEL PILAR;Teruel;Monreal del Campo;2;39
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44002191;COMARCA CUENCAS MINERAS;Teruel;Montalbán;1;10
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44002221;SAN MIGUEL;Teruel;Mora de Rubielos;1;18
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44002942;DE SARRIÓN;Teruel;Sarrión;1;13
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44003090;PIERRES VEDEL;Teruel;Teruel;1;19
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44003107;MIGUEL VALLÉS;Teruel;Teruel;2;30
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44003120;LAS ANEJAS;Teruel;Teruel;4;85
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44003272;ENSANCHE;Teruel;Teruel;3;60
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44003636;VILLA DE UTRILLAS;Teruel;Utrillas;2;31
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44003715;VICENTE FERRER RAMOS;Teruel;Valderrobres;2;31
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44004306;LA FUENFRESCA;Teruel;Teruel;3;54
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44004562;MANUEL FRANCO ROYO;Teruel;Andorra;1;23
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44010100;JUAN SOBRARIAS;Teruel;Alcañiz;2;48
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;44010203;JUAN LORENZO PALMIRENO;Teruel;Alcañiz;1;25
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000126;ARAGÓN;Zaragoza;Alagón;2;45
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000291;BRIANDA DE LUNA;Zaragoza;Alfajarín;1;21
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000369;ARZOBISPO DOMÉNECH;Zaragoza;Almonacid de la Sierra;0;4
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000370;NERTÓBRIGA;Zaragoza;Almunia de Doña Godina (La);2;47
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000436;RAMÓN Y CAJAL;Zaragoza;Alpartir;0;4
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000618;VIRGEN DE LA PEANA;Zaragoza;Ateca;1;16
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000722;BELIA;Zaragoza;Belchite;1;20
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000850;CAMPO DE BORJA;Zaragoza;Borja;2;47
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50000904;DIPUTACIÓN PROVINCIAL;Zaragoza;Brea de Aragón;1;16
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50001064;BALTASAR GRACIÁN;Zaragoza;Calatayud;1;21
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50001076;FRANCISCO DE GOYA;Zaragoza;Calatayud;2;43
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50001088;SALVADOR MINGUIJÓN;Zaragoza;Calatayud;1;22
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50001222;DOMINGO JIMÉNEZ BELTRÁN;Zaragoza;Calatorao;2;36
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50001301;SANTO CRISTO DE SANTIAGO;Zaragoza;Cariñena;2;46
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50001350;COMPROMISO DE CASPE;Zaragoza;Caspe;1;25
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50001672;LUCIO FABIO SEVERO;Zaragoza;Chiprana;0;2
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50001702;PEDRO SÁNCHEZ CIRUELO;Zaragoza;Daroca;1;14
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50001763;CERVANTES;Zaragoza;Ejea de los Caballeros;3;59
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50001775;FERRER Y RACAJ;Zaragoza;Ejea de los Caballeros;1;25
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50002007;GASPAR REMIRO;Zaragoza;Épila;2;43
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50002032;SAN JAVIER;Zaragoza;Escatrón;1;5
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50002123;NTRA. SRA. DEL PILAR;Zaragoza;Fayón;0;1
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50002275;LUIS GARCÍA SÁINZ;Zaragoza;Fuentes de Ebro;2;43
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50002433;SAN JORGE;Zaragoza;Herrera de los Navarros;0;4
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50002457;BENEDICTO XIII;Zaragoza;Illueca;1;19
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50002512;RAMÓN Y CAJAL;Zaragoza;Joyosa (La);1;11
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50002810;VIRGEN DEL PORTAL;Zaragoza;Maella;1;16
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50002937;MANLIA;Zaragoza;Mallén;2;32
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50003048;MARÍA QUINTANA;Zaragoza;Mequinenza;1;17
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50003206;LUCAS ARRIBAS;Zaragoza;Morata de Jalón;1;3
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50003504;SAN NICASIO;Zaragoza;Novillas;0;3
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50003711;LA PORTALADA;Zaragoza;Pastriz;0;14
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50003735;CERVANTES;Zaragoza;Pedrola;2;29
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50003851;MIGUEL ARTIGAS;Zaragoza;Pinseque;2;52
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50003981;JOAQUÍN COSTA;Zaragoza;Pradilla de Ebro;0;5
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004004;LOS ALBARES;Zaragoza;Puebla de Alfindén (La);2;51
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004031;FERNANDO EL CATÓLICO;Zaragoza;Quinto;1;11
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004053;ALFREDO MUIÑOS;Zaragoza;Remolinos;0;6
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004077;MAESTRO MONREAL;Zaragoza;Ricla;1;19
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004326;DANIEL FEDERIO;Zaragoza;Sástago;1;8
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004430;SUBPRADEL;Zaragoza;Sobradiel;1;12
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004478;ISIDORO GIL DE JAZ;Zaragoza;Sos del Rey Católico;0;1
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004545;JOAQUÍN COSTA;Zaragoza;Tarazona;1;22
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004612;MONCAYO;Zaragoza;Tarazona;3;60
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004703;ALFONSO I EL BATALLADOR;Zaragoza;Tauste;2;44
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004843;MONTES DEL CASTELLAR;Zaragoza;Torres de Berrellén;1;17
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004879;TOSOS;Zaragoza;Tosos;0;1
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50004946;DE UNDUÉS DE LERDA;Zaragoza;Undués de Lerda;1;2
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005011;MIGUEL ARTAZOS TAMÉ;Zaragoza;Utebo;3;72
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005276;PINTOR PRADILLA;Zaragoza;Villanueva de Gállego;2;45
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005291;SAN BLAS;Zaragoza;Villanueva de Huerva;0;1
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005331;FERNANDO EL CATÓLICO;Zaragoza;Villarreal de Huerva;0;2
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005422;ÁNGEL ESCORIAZA;Zaragoza;Cartuja Baja;1;18
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005550;RICARDO MUR;Zaragoza;Casetas;2;43
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005574;GUSTAVO ADOLFO BÉCQUER;Zaragoza;Garrapinillos;2;31
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005598;JULIÁN NIETO TAPIA;Zaragoza;Zaragoza;2;48
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005631;HERMANOS ARGENSOLA;Zaragoza;Montañana;1;24
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005641;FERNÁNDEZ VIZARRA;Zaragoza;Monzalbarba;1;24
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005653;MAESTRO DON PEDRO ORÓS;Zaragoza;Movera;1;22
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005677;JUAN PABLO BONET;Zaragoza;Movera;2;45
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005707;FLORENCIO JARDIEL;Zaragoza;Peñaflor;1;9
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005744;ANDRÉS OLIVÁN;Zaragoza;San Juan de Mozarrifar;1;22
Educación Primaria;3;;Educación Primaria;Diurno;Colegio de Educación Infantil y Primaria;50005768;GUILLERMO FATÁS;Zaragoza;Zaragoza;4;93
