Cód. RCD Centro;Centro;Zona;Comarca;Municipio;Provincia;Nº Matriculados
50011513;TUBALCAÍN;Zona C.F. Grado Medio (Z);Tarazona y el Moncayo;Tarazona;Zaragoza;125
50011513;TUBALCAÍN;Zona C.F. Grado Superior (Z);Tarazona y el Moncayo;Tarazona;Zaragoza;103
50011513;TUBALCAÍN;Zona Tarazona;Tarazona y el Moncayo;Tarazona;Zaragoza;343
50011513;TUBALCAÍN;Zona Tarazona BTO;Tarazona y el Moncayo;Tarazona;Zaragoza;128
50011525;MIGUEL CATALÁN;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;28
50011525;MIGUEL CATALÁN;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;244
50011525;MIGUEL CATALÁN;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;369
50011525;MIGUEL CATALÁN;Zona Zaragoza 8 (Secundaria);Zaragoza;Zaragoza;Zaragoza;967
50011537;RINCÓN DE GOYA;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;72
50011550;RAMÓN Y CAJAL;Zona PCPI Zaragoza;Zaragoza;Zaragoza;Zaragoza;59
50011550;RAMÓN Y CAJAL;Zona Zaragoza 5 (Secundaria);Zaragoza;Zaragoza;Zaragoza;308
50011550;RAMÓN Y CAJAL;Zona Zaragoza BTO Arte;Zaragoza;Zaragoza;Zaragoza;47
50011562;ANTONIO BELTRÁN MARTÍNEZ;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;192
50011665;BAIX MATARRANYA;Zona Maella;Caspe;Maella;Zaragoza;115
50011677;VALLE DEL HUECHA;Zona Mallén;Campo de Borja;Mallén;Zaragoza;135
50011689;JOAQUÍN TORRES;Zona Mequinenza;Bajo Cinca;Mequinenza;Zaragoza;79
50011690;REYES CATÓLICOS;Zona Sádaba;Cinco Villas;Sádaba;Zaragoza;75
50011707;BENJAMÍN JARNÉS;Zona Sástago;Ribera Baja del Ebro;Sástago;Zaragoza;52
50011719;BENJAMÍN JARNÉS;Zona Belchite;Campo de Belchite;Belchite;Zaragoza;82
50011720;SABINA ALBAR;Zona Bujaraloz;Monegros;Bujaraloz;Zaragoza;76
50011732;MAR DE ARAGÓN;Zona C.F. Grado Básico (Z);Caspe;Caspe;Zaragoza;66
50011732;MAR DE ARAGÓN;Zona C.F. Grado Medio (Z);Caspe;Caspe;Zaragoza;111
50011732;MAR DE ARAGÓN;Zona C.F. Grado Superior (Z);Caspe;Caspe;Zaragoza;38
50011732;MAR DE ARAGÓN;Zona Caspe;Caspe;Caspe;Zaragoza;319
50011732;MAR DE ARAGÓN;Zona Caspe BTO;Caspe;Caspe;Zaragoza;129
50011781;VALLE DE TENA;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;80
50011781;VALLE DE TENA;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;106
50011793;ARTE-MISS ZARAGOZA, CENTRO 1;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;0
50011801;JOSÉ ANTONIO LABORDETA SUBÍAS;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;313
50011847;JOSEFA AMAR Y BORBÓN;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;462
50017072;PARQUE GOYA;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;444
50017072;PARQUE GOYA;Zona Zaragoza 1 (Secundaria);Zaragoza;Zaragoza;Zaragoza;221
50017096;ARSENIO JIMENO;Zona C.F. Grado Básico (Z);Zaragoza;Zaragoza;Zaragoza;28
50017096;ARSENIO JIMENO;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;84
50017096;ARSENIO JIMENO;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;40
50017369;ANGEL RIVIÈRE;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;54
50017448;GIL TARÍN;Zona Muela (La);Valdejalón;Muela (La);Zaragoza;751
50017451;PARQUE EUROPA;Zona Zaragoza 4;Zaragoza;Utebo;Zaragoza;381
50017655;EL POMILLO;Zona Ainzón;Campo de Borja;Ainzón;Zaragoza;60
50017667;DIEGO ESCOLANO;Zona Longares;Campo de Cariñena;Longares;Zaragoza;47
50017679;PABLO LUNA;Zona Alhama de Aragón;Calatayud;Alhama de Aragón;Zaragoza;73
50017680;RAMÓN Y CAJAL;Zona Pina de Ebro;Ribera Baja del Ebro;Pina de Ebro;Zaragoza;157
50017710;MONTECANAL;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;684
50017862;AGUSTINA DE ARAGÓN;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;497
50017874;EL ESPARTIDERO;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;450
50017874;EL ESPARTIDERO;Zona Zaragoza 2 (Secundaria);Zaragoza;Zaragoza;Zaragoza;277
50017886;LA AZUCARERA;Zona Zaragoza 2 (Secundaria);Zaragoza;Zaragoza;Zaragoza;839
50017898;REINO DE ARAGÓN;Zona Puebla de Alfindén (La);Zaragoza;Puebla de Alfindén (La);Zaragoza;424
50017904;GALO PONTE;Zona San Mateo de Gállego;Zaragoza;San Mateo de Gállego;Zaragoza;402
50017916;SAN ROQUE;Zona María de Huerva;Zaragoza;María de Huerva;Zaragoza;399
50018121;OCTAVUS;Zona Zaragoza 4;Zaragoza;Utebo;Zaragoza;655
50018131;JEAN PIAGET;Zona Educación Especial (Z);Zaragoza;Zaragoza;Zaragoza;95
50018143;LUCIEN BRIET;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;474
50018246;VALDESPARTERA;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;675
50018258;MARIE CURIE;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;592
50018261;RÍO SENA;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;591
50018261;RÍO SENA;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;210
50018271;ROSALES DEL CANAL;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;814
50018271;ROSALES DEL CANAL;Zona Zaragoza 8 (Secundaria);Zaragoza;Zaragoza;Zaragoza;230
50018283;FORO ROMANO;Zona Cuarte de Huerva;Zaragoza;Cuarte de Huerva;Zaragoza;724
50018416;CLARA CAMPOAMOR RODRÍGUEZ;Zona Zaragoza 1 (Secundaria);Zaragoza;Zaragoza;Zaragoza;902
50018428;TORRE DE LOS ESPEJOS;Zona Zaragoza 4 (Secundaria);Zaragoza;Utebo;Zaragoza;936
50018817;CATALINA DE ARAGÓN;Zona Zaragoza 1;Zaragoza;Zaragoza;Zaragoza;706
50018829;CORONA DE ARAGÓN;Zona C.F. Grado Medio (Z);Zaragoza;Zaragoza;Zaragoza;292
50018829;CORONA DE ARAGÓN;Zona C.F. Grado Superior (Z);Zaragoza;Zaragoza;Zaragoza;1009
50018830;VADORREY-LES ALLÉES;Zona Zaragoza 2;Zaragoza;Zaragoza;Zaragoza;414
50018842;DE LA PUEBLA DE ALFINDÉN;Zona C.F. Grado Medio (Z);Zaragoza;Puebla de Alfindén (La);Zaragoza;34
50018842;DE LA PUEBLA DE ALFINDÉN;Zona Puebla de Alfindén (La) Secundaria;Zaragoza;Puebla de Alfindén (La);Zaragoza;687
50019019;JULIO VERNE;Zona Zaragoza 6;Zaragoza;Zaragoza;Zaragoza;561
50019019;JULIO VERNE;Zona Zaragoza 6 (Secundaria);Zaragoza;Zaragoza;Zaragoza;57
50019020;VALDESPARTERA;Zona Zaragoza 8 (Secundaria);Zaragoza;Zaragoza;Zaragoza;807
50019081;SAN JORGE;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;744
50019081;SAN JORGE;Zona Zaragoza 8 (Secundaria);Zaragoza;Zaragoza;Zaragoza;46
50019101;VILLANUEVA DE GÁLLEGO;Zona Villanueva de Gállego;Zaragoza;Villanueva de Gállego;Zaragoza;373
50019147;FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN;Zona C.F. Grado Básico (Z);Zaragoza;Villanueva de Gállego;Zaragoza;23
50019147;FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN;Zona C.F. Grado Medio (Z);Zaragoza;Villanueva de Gállego;Zaragoza;32
50019147;FUNDACIÓN LABORAL DE LA CONSTRUCCIÓN;Zona C.F. Grado Superior (Z);Zaragoza;Villanueva de Gállego;Zaragoza;16
50019251;VAL DE LA ATALAYA;Zona María de Huerva;Zaragoza;María de Huerva;Zaragoza;412
50019251;VAL DE LA ATALAYA;Zona María de Huerva ESO;Zaragoza;María de Huerva;Zaragoza;236
50019287;ZARAGOZA SUR;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;532
50019299;PILAR BAYONA;Zona Cuarte de Huerva;Zaragoza;Cuarte de Huerva;Zaragoza;549
50019317;FLORIÁN REY;Zona Almunia de Doña Godina (La);Valdejalón;Almunia de Doña Godina (La);Zaragoza;389
50019354;DE LA MUELA;Zona Muela (La);Valdejalón;Muela (La);Zaragoza;263
50019378;INTERNACIONAL ÁNFORA;Zona Cuarte de Huerva;Zaragoza;Cuarte de Huerva;Zaragoza;383
50019408;SEGEDA;Zona Educación Especial (Z);Calatayud;Calatayud;Zaragoza;32
50019408;SEGEDA;Zona PCPI Zaragoza;Calatayud;Calatayud;Zaragoza;11
50019500;EL PICARRAL;Zona Zaragoza 1 (Secundaria);Zaragoza;Zaragoza;Zaragoza;569
50019548;ARCOSUR;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;598
50019551;VALDESPARTERA III;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;613
50019597;PARQUE VENECIA;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;568
50019615;SOLEDAD PUÉRTOLAS;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;399
50019676;MARTINA BESCÓS;Zona Cuarte de Huerva;Zaragoza;Cuarte de Huerva;Zaragoza;338
50019731;FIGUERUELAS;Zona Figueruelas;Ribera Alta del Ebro;Figueruelas;Zaragoza;95
50019780;ANA MARÍA NAVALES;Zona Zaragoza 8;Zaragoza;Zaragoza;Zaragoza;76
50019792;MARÍA ZAMBRANO;Zona Zaragoza 5;Zaragoza;Zaragoza;Zaragoza;192
