CE;Cód. RCD Centro;Enseñanza (agrupada);Enseñanza (estatal);Enseñanza;Modalidad;Curso;Sexo;Edad;Nº Alumnos
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;15 Años;3
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;16 Años;4
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;17 Años;8
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;18 Años;6
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;19 Años;3
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;20 Años;4
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;21 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;22 Años;3
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;23 Años;1
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;24 Años;1
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;25 a 29 Años;8
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;30 a 39 Años;13
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;40 a 49 Años;21
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;50 a 64 Años;10
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Hombre;No consta;3
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;14 Años;7
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;15 Años;10
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;16 Años;9
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;17 Años;10
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;18 Años;5
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;19 Años;9
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;20 Años;3
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;21 Años;8
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;22 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;23 Años;7
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;24 Años;6
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;25 a 29 Años;15
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;30 a 39 Años;44
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;40 a 49 Años;31
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Intermedio;Enseñanzas de las E.O. Idiomas - Nivel Intermedio;Total;Total;Mujer;50 a 64 Años;18
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Hombre;16 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Hombre;18 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Hombre;20 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Hombre;21 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Hombre;25 a 29 Años;3
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Hombre;30 a 39 Años;8
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Hombre;40 a 49 Años;9
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Mujer;17 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Mujer;19 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Mujer;20 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Mujer;21 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Mujer;22 Años;2
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Mujer;23 Años;2
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Mujer;24 Años;1
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Mujer;25 a 29 Años;5
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Mujer;30 a 39 Años;15
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Mujer;40 a 49 Años;16
2017/2018;22005212;IDIOMAS;Enseñanza de Idiomas a Distancia - Nivel Intermedio;Enseñanzas E. O. Idiomas a Distancia - Nivel Intermedio;Total;Total;Mujer;50 a 64 Años;4
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;14 Años;4
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;15 Años;7
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;16 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;17 Años;1
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;18 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;19 Años;1
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;20 Años;1
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;21 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;22 Años;3
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;24 Años;3
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;25 a 29 Años;6
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;30 a 39 Años;11
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;40 a 49 Años;13
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;50 a 64 Años;5
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Hombre;No consta;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;14 Años;8
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;15 Años;5
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;16 Años;5
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;17 Años;4
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;18 Años;1
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;19 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;20 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;21 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;22 Años;4
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;23 Años;3
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;24 Años;2
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;25 a 29 Años;12
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;30 a 39 Años;33
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;40 a 49 Años;34
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;50 a 64 Años;19
2017/2018;22005212;IDIOMAS;Idiomas-Nivel Avanzado;Enseñanzas de las E.O. Idiomas - Nivel Avanzado;Total;Total;Mujer;No consta;4
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Hombre;20 Años;3
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Hombre;22 Años;2
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Hombre;23 Años;2
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Hombre;25 a 29 Años;3
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Hombre;30 a 39 Años;7
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Hombre;40 a 49 Años;11
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Hombre;50 a 64 Años;1
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Mujer;15 Años;1
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Mujer;16 Años;1
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Mujer;17 Años;1
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Mujer;19 Años;1
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Mujer;20 Años;2
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Mujer;21 Años;6
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Mujer;23 Años;2
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Mujer;24 Años;5
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Mujer;25 a 29 Años;11
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Mujer;30 a 39 Años;19
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Mujer;40 a 49 Años;17
2017/2018;22005212;IDIOMAS;E.O.I. Nivel C1;Enseñanzas de las E.O. Idiomas - Nivel C1;Total;Total;Mujer;50 a 64 Años;5
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Nivel 2-Iniciación;Hombre;Hasta 12 Años;28
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Nivel 2-Iniciación;Mujer;Hasta 12 Años;31
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Hombre;Hasta 12 Años;180
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Hombre;13 a 18 Años;56
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Hombre;Más de 18 Años;136
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Mujer;Hasta 12 Años;188
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Mujer;13 a 18 Años;40
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Mujer;Más de 18 Años;123
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Danza;Enseñanzas no regladas de la Danza LOGSE;Total;Total;Hombre;Hasta 12 Años;39
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Danza;Enseñanzas no regladas de la Danza LOGSE;Total;Total;Hombre;13 a 18 Años;20
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Danza;Enseñanzas no regladas de la Danza LOGSE;Total;Total;Hombre;Más de 18 Años;14
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Danza;Enseñanzas no regladas de la Danza LOGSE;Total;Total;Mujer;Hasta 12 Años;31
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Danza;Enseñanzas no regladas de la Danza LOGSE;Total;Total;Mujer;13 a 18 Años;20
2017/2018;22005224;ARTÍSTICAS;E.E. No regladas de la Danza;Enseñanzas no regladas de la Danza LOGSE;Total;Total;Mujer;Más de 18 Años;18
2017/2018;22005340;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;3 Años;1
2017/2018;22005340;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Hombre;4 Años;1
2017/2018;22005340;EI;Educación Infantil Segundo Ciclo;E. Infantil _ Segundo Ciclo;Total;Total;Mujer;5 Años;1
2017/2018;22005340;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Hombre;6 Años;1
2017/2018;22005340;EP;E. Primaria;E. Primaria;Total;Primero de E. Primaria;Mujer;6 Años;1
2017/2018;22005340;EP;E. Primaria;E. Primaria;Total;Tercero de E. Primaria;Mujer;8 Años;1
2017/2018;22005340;EP;E. Primaria;E. Primaria;Total;Cuarto de E. Primaria;Mujer;9 Años;1
2017/2018;22005364;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Nivel 2-Iniciación;Hombre;Hasta 12 Años;25
2017/2018;22005364;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Nivel 2-Iniciación;Mujer;Hasta 12 Años;30
2017/2018;22005364;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Hombre;Hasta 12 Años;40
2017/2018;22005364;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Hombre;13 a 18 Años;33
2017/2018;22005364;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Hombre;Más de 18 Años;58
2017/2018;22005364;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Mujer;Hasta 12 Años;79
2017/2018;22005364;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Mujer;13 a 18 Años;38
2017/2018;22005364;ARTÍSTICAS;E.E. No regladas de la Música;Enseñanzas no regladas de la Música LOGSE;Total;Especialidad General;Mujer;Más de 18 Años;61
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Hombre;8 Años;19
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Hombre;9 Años;7
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Hombre;10 Años;13
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Hombre;11 Años;12
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Hombre;12 Años;7
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Hombre;13 Años;2
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Hombre;14 Años;1
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Hombre;20 Años;1
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Mujer;8 Años;27
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Mujer;9 Años;17
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Mujer;10 Años;33
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Mujer;11 Años;14
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Mujer;12 Años;4
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Mujer;13 Años;5
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Mujer;14 Años;1
2017/2018;22005376;ARTÍSTICAS;Enseñanzas Elementales de Música;Enseñanzas Elementales de la Música;Total;Total;Mujer;15 Años;1
2017/2018;22005376;ARTÍSTICAS;EE. Profesionales de la Música;Enseñanzas Profesionales de la Música;Total;Total;Hombre;11 Años;1
2017/2018;22005376;ARTÍSTICAS;EE. Profesionales de la Música;Enseñanzas Profesionales de la Música;Total;Total;Hombre;12 Años;4
2017/2018;22005376;ARTÍSTICAS;EE. Profesionales de la Música;Enseñanzas Profesionales de la Música;Total;Total;Hombre;13 Años;8
2017/2018;22005376;ARTÍSTICAS;EE. Profesionales de la Música;Enseñanzas Profesionales de la Música;Total;Total;Hombre;14 Años;8
