DATOS_ID;CABECERA_ID;ACOD_CENTRO;ACOD_EXTENSION;NCURSO_ACADEMICO;ACOD_ENTIDAD;ACOD_CRUCE;ACOD_ENSENANZA;ACOD_RECOGIDA;ACARACT1;AVALOR1;ACARACT2;AVALOR2;ACARACT3;AVALOR3;ACARACT4;AVALOR4;ACARACT5;AVALOR5;NDATO;ACOD_ENTIDAD_1;ACOD_CARAC;ACOD_VALOR;AVALOR;ATOTAL;ACOD_VALOR_EST;DFECHA_CREACION;AUSU_CREACION;ADESCRIPCION_CORTA
5.568.922;413.637;44000271;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.560.335;413.080;44000325;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.451.340;406.728;44000465;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.503.941;410.185;44000799;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.503.942;410.185;44000799;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.503.943;410.185;44000799;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.466.107;407.703;44000829;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.482.418;408.808;44001159;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.482.419;408.808;44001159;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.583.850;414.590;44002061;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.813.096;429.516;44002152;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.813.095;429.516;44002152;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.589.899;414.960;44002191;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.589.900;414.960;44002191;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.470.747;408.013;44002221;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.470.748;408.013;44002221;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.803.138;428.961;44003028;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.803.139;428.961;44003028;00;2.019;SC;R01;000000000;01;01;2;;;;;;;;;1;SC;01;2;Residencia;N;2;09/14/2001 00:00:00;0000;Residencia
5.803.140;428.961;44003028;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.803.141;428.961;44003028;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.656.483;419.326;44003041;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.656.484;419.326;44003041;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.826.159;430.444;44003077;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.826.160;430.444;44003077;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.563.573;413.261;44003090;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.452.995;406.833;44003107;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.621.690;416.963;44003120;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.621.691;416.963;44003120;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.621.692;416.963;44003120;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.558.380;412.930;44003156;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.558.381;412.930;44003156;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.683.395;421.920;44003171;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.683.396;421.920;44003171;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.706.355;423.205;44003211;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.695.329;422.497;44003223;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.740.927;425.499;44003235;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.773.864;427.190;44003247;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.511.523;410.664;44003259;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.511.524;410.664;44003259;00;2.019;SC;R01;000000000;01;01;2;;;;;;;;;1;SC;01;2;Residencia;N;2;09/14/2001 00:00:00;0000;Residencia
5.511.525;410.664;44003259;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.511.526;410.664;44003259;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.430.080;403.439;44003260;00;2.019;SC;R01;000000000;01;01;2;;;;;;;;;1;SC;01;2;Residencia;N;2;09/14/2001 00:00:00;0000;Residencia
5.474.673;408.331;44003272;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.474.674;408.331;44003272;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.707.741;423.296;44003636;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.707.742;423.296;44003636;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.476.561;408.445;44003715;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.776.672;427.331;44004045;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.418.712;402.713;44004082;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.418.713;402.713;44004082;00;2.019;SC;R01;000000000;01;01;2;;;;;;;;;1;SC;01;2;Residencia;N;2;09/14/2001 00:00:00;0000;Residencia
5.442.322;405.845;44004148;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.442.323;405.845;44004148;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.685.375;422.014;44004239;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.595.118;415.296;44004306;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.595.119;415.296;44004306;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.595.120;415.296;44004306;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.629.524;417.454;44004483;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.578.543;414.318;44004495;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.807.404;429.172;44004550;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.813.597;429.553;44004562;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.829.070;430.649;44004598;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.552.018;412.450;44004628;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.809.748;429.310;44004653;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.732.058;425.085;44004665;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.563.430;413.243;44004689;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.605.301;415.940;44004690;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.664.742;419.961;44004720;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.685.506;422.022;44004732;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.559.046;412.984;44004768;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.813.914;429.580;44004771;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.813.915;429.580;44004771;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.685.840;422.049;44004793;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.685.841;422.049;44004793;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.588.203;414.876;44004801;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.712.982;423.790;44005098;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.780.066;427.577;44005104;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.787.526;428.028;44005116;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.835.939;430.997;44005128;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.728.577;424.884;44005177;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.836.370;431.020;44005207;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.836.371;431.020;44005207;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.781.111;427.642;44010011;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.675.097;420.858;44010069;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.675.098;420.858;44010069;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.676.578;421.317;44010094;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.676.579;421.317;44010094;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.471.726;408.088;44010100;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.674.502;420.715;44010112;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.675.259;420.917;44010136;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.675.258;420.917;44010136;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.675.405;420.954;44010148;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.675.406;420.954;44010148;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.674.790;420.799;44010161;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.674.791;420.799;44010161;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.618.921;416.789;44010203;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.618.922;416.789;44010203;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.675.683;421.050;44010240;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.675.991;421.150;44010252;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.674.972;420.826;44010276;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.674.973;420.826;44010276;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.675.908;421.114;44010306;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.676.801;421.374;44010318;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.676.802;421.374;44010318;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.680.838;421.737;44010321;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.726.833;424.696;44010331;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.674.642;420.756;44010343;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.676.062;421.173;44010379;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.676.254;421.237;44010380;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.674.585;420.740;44010409;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.676.234;421.226;44010422;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.674.683;420.774;44010434;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.674.684;420.774;44010434;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.676.427;421.283;44010483;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.677.217;421.491;44010495;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.677.218;421.491;44010495;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.677.261;421.509;44010525;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.701.563;422.905;44010537;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.676.944;421.413;44010549;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.675.186;420.894;44010574;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.675.704;421.061;44010628;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.680.929;421.771;44010631;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.676.847;421.381;44010653;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.676.848;421.381;44010653;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.676.510;421.299;44010689;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.676.511;421.299;44010689;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.676.736;421.358;44010756;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.674.832;420.806;44600021;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.674.833;420.806;44600021;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.676.058;421.171;44600080;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.676.059;421.171;44600080;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.620.326;416.888;50000126;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.620.327;416.888;50000126;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.782.575;427.729;50000151;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.782.576;427.729;50000151;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.852.385;431.911;50000163;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.622.422;417.011;50000291;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.622.421;417.011;50000291;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.491.755;409.400;50000369;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.480.202;408.642;50000370;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.480.203;408.642;50000370;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.480.204;408.642;50000370;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.518.578;411.084;50000412;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.482.902;408.844;50000618;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.482.903;408.844;50000618;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.525.649;411.356;50000722;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.525.650;411.356;50000722;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.452.523;406.799;50000850;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.452.524;406.799;50000850;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.452.525;406.799;50000850;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.590.531;415.015;50000862;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.590.532;415.015;50000862;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.593.739;415.204;50000904;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.592.860;415.144;50001064;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.592.859;415.144;50001064;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.506.653;410.366;50001076;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.506.654;410.366;50001076;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
