DATOS_ID;CABECERA_ID;ACOD_CENTRO;ACOD_EXTENSION;NCURSO_ACADEMICO;ACOD_ENTIDAD;ACOD_CRUCE;ACOD_ENSENANZA;ACOD_RECOGIDA;ACARACT1;AVALOR1;ACARACT2;AVALOR2;ACARACT3;AVALOR3;ACARACT4;AVALOR4;ACARACT5;AVALOR5;NDATO;ACOD_ENTIDAD_1;ACOD_CARAC;ACOD_VALOR;AVALOR;ATOTAL;ACOD_VALOR_EST;DFECHA_CREACION;AUSU_CREACION;ADESCRIPCION_CORTA
5.575.006;414.110;50001088;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.575.007;414.110;50001088;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.585.433;414.717;50001121;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.585.434;414.717;50001121;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.752.126;426.088;50001167;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.701.503;422.896;50001179;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.815.590;429.713;50001180;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.815.591;429.713;50001180;00;2.019;SC;R01;000000000;01;01;2;;;;;;;;;1;SC;01;2;Residencia;N;2;09/14/2001 00:00:00;0000;Residencia
5.815.592;429.713;50001180;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.716.314;424.036;50001222;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.716.315;424.036;50001222;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.475.544;408.376;50001301;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.771.627;427.117;50001349;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.458.988;407.232;50001350;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.458.989;407.232;50001350;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.568.038;413.580;50001362;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.568.039;413.580;50001362;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.459.792;407.298;50001702;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.459.793;407.298;50001702;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.613.664;416.458;50001763;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.613.665;416.458;50001763;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.488.771;409.205;50001775;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.488.772;409.205;50001775;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.488.773;409.205;50001775;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.496.766;409.723;50001799;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.496.767;409.723;50001799;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.699.989;422.807;50001830;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.489.493;409.243;50002007;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.489.494;409.243;50002007;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.454.287;406.914;50002275;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.454.288;406.914;50002275;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.819.768;430.064;50002329;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.472.368;408.136;50002433;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.816.328;429.780;50002457;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.614.681;416.527;50002512;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.614.682;416.527;50002512;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.487.218;409.104;50002937;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.487.219;409.104;50002937;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.487.220;409.104;50002937;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.717.084;424.086;50003711;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.717.085;424.086;50003711;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.717.767;424.134;50003735;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.783.217;427.785;50003838;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.783.218;427.785;50003838;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.459.303;407.250;50003851;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.459.304;407.250;50003851;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.783.576;427.820;50003863;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.783.577;427.820;50003863;00;2.019;SC;R01;000000000;01;01;2;;;;;;;;;1;SC;01;2;Residencia;N;2;09/14/2001 00:00:00;0000;Residencia
5.738.708;425.418;50004004;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.738.709;425.418;50004004;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.517.455;411.021;50004077;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.593.388;415.181;50004326;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.593.389;415.181;50004326;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.473.600;408.236;50004430;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.473.601;408.236;50004430;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.660.514;419.627;50004545;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.583.847;414.588;50004570;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.743.739;425.617;50004594;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.743.740;425.617;50004594;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.624.187;417.108;50004612;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.624.188;417.108;50004612;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.463.725;407.539;50004703;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.463.726;407.539;50004703;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.502.357;410.094;50004843;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.502.358;410.094;50004843;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.472.809;408.161;50005011;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.476.251;408.420;50005276;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.476.252;408.420;50005276;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.601.747;415.730;50005422;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.820.157;430.106;50005483;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.820.158;430.106;50005483;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.820.159;430.106;50005483;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.670.840;420.427;50005495;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.670.841;420.427;50005495;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.670.842;420.427;50005495;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.630.565;417.518;50005513;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.630.566;417.518;50005513;00;2.019;SC;R01;000000000;01;01;2;;;;;;;;;1;SC;01;2;Residencia;N;2;09/14/2001 00:00:00;0000;Residencia
5.630.567;417.518;50005513;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.630.568;417.518;50005513;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.573.914;414.056;50005537;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.573.915;414.056;50005537;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.601.686;415.727;50005549;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.601.687;415.727;50005549;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.601.688;415.727;50005549;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.713.339;423.836;50005550;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.713.340;423.836;50005550;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.713.341;423.836;50005550;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.678.785;421.644;50005562;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.678.786;421.644;50005562;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.461.258;407.386;50005574;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.461.259;407.386;50005574;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.714.216;423.884;50005598;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.714.217;423.884;50005598;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.582.489;414.512;50005616;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.582.490;414.512;50005616;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.767.769;426.814;50005628;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.767.767;426.814;50005628;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.767.768;426.814;50005628;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.492.606;409.471;50005631;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.492.607;409.471;50005631;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.492.608;409.471;50005631;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.590.181;414.990;50005641;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.590.182;414.990;50005641;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.516.863;410.985;50005653;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.516.864;410.985;50005653;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.516.865;410.985;50005653;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.487.225;409.106;50005677;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.586.362;414.773;50005707;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.557.308;412.856;50005744;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.557.309;412.856;50005744;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.557.310;412.856;50005744;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.599.354;415.566;50005768;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.817.203;429.836;50005781;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.817.204;429.836;50005781;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.766.791;426.749;50005793;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.508.923;410.483;50005823;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.508.924;410.483;50005823;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.492.480;409.460;50005872;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.492.481;409.460;50005872;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.493.128;409.508;50005896;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.493.129;409.508;50005896;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.578.285;414.288;50005902;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.640.040;418.108;50005914;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.640.041;418.108;50005914;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.586.718;414.793;50005926;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.586.719;414.793;50005926;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.497.229;409.752;50005951;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.497.230;409.752;50005951;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.718.661;424.215;50005963;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.718.817;424.229;50005975;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.635.253;417.800;50005999;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.635.254;417.800;50005999;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.516.672;410.963;50006001;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.516.673;410.963;50006001;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.719.605;424.265;50006013;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.538.128;411.867;50006025;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.538.129;411.867;50006025;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.577.517;414.249;50006049;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.828.216;430.589;50006050;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.455.031;406.958;50006074;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.483.556;408.901;50006128;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.483.557;408.901;50006128;00;2.019;SC;R01;000000000;01;01;3;;;;;;;;;1;SC;01;3;Transporte;N;3;09/14/2001 00:00:00;0000;Transporte
5.483.558;408.901;50006128;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.817.333;429.843;50006141;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.469.353;407.908;50006153;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.501.332;410.031;50006165;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.501.333;410.031;50006165;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.720.121;424.298;50006207;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.720.122;424.298;50006207;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.628.077;417.379;50006219;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.505.716;410.294;50006220;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.581.304;414.452;50006232;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.581.305;414.452;50006232;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
5.491.056;409.352;50006281;00;2.019;SC;R01;000000000;01;01;1;;;;;;;;;1;SC;01;1;Comedor;N;1;09/14/2001 00:00:00;0000;Comedor
5.491.057;409.352;50006281;00;2.019;SC;R01;000000000;01;01;4;;;;;;;;;1;SC;01;4;Apertura antes del horario lectivo;N;4;09/14/2001 00:00:00;0000;Apertura antes horario lectivo
